Need State,Category,Sub Category,Segment,Sub Segment,Manufacturer New,Actual_Month,$,Units
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-06-2017,1371257,107926
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-07-2017,1087819,87214
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-08-2017,968045,74256
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-09-2017,1065280,81778
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-10-2017,868965,64371
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-11-2017,864255,63686
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-12-2017,994332,76216
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-01-2018,801397,57482
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-02-2018,838944,60256
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-03-2018,902278,62286
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-04-2018,765221,49914
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-05-2018,733320,47743
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-06-2018,985490,63078
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-07-2018,856545,61454
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-08-2018,851402,57438
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-09-2018,945560,62782
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-10-2018,783935,53853
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-11-2018,756417,48767
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-12-2018,816461,55981
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-01-2019,652064,43802
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-02-2019,746736,48990
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-03-2019,1176735,75698
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-04-2019,866619,54329
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-05-2019,921562,76182
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-06-2019,1085255,66353
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-07-2019,876441,54205
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-08-2019,867429,53345
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-09-2019,1032003,64290
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-10-2019,854618,53034
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-05-2017,48,2
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-06-2017,116,8
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-07-2017,66,5
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-08-2017,38,3
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-09-2017,22,2
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-10-2017,42,3
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-11-2017,15,1
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-12-2017,42,2
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-01-2018,88,5
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-02-2018,80,6
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-03-2018,220,15
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-04-2018,144,10
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-05-2018,174,10
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-06-2018,584,38
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-07-2018,1197,67
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-08-2018,5321,286
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-09-2018,9066,768
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-10-2018,5149,319
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-11-2018,6050,321
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-12-2018,9842,638
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-01-2019,8034,525
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-02-2019,9822,513
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-03-2019,12710,658
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-04-2019,11252,589
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-05-2019,9364,486
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-06-2019,12141,636
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-07-2019,10672,555
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-08-2019,13804,715
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-09-2019,19982,1082
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,BD,01-10-2019,19486,1061
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-11-2016,22026,872
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-12-2016,75528,2702
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-01-2017,72219,2450
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-02-2017,82300,2796
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-03-2017,119776,4111
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-04-2017,73353,2509
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-05-2017,74742,2583
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-06-2017,80378,2781
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-07-2017,61514,2092
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-08-2017,64429,2185
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-09-2017,70800,2386
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-10-2017,61134,2061
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-11-2017,60502,2042
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-12-2017,54563,1854
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-01-2018,50795,1716
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-02-2018,66881,2278
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-03-2018,136434,4650
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-04-2018,134797,4557
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-05-2018,114790,3866
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-06-2018,157078,5344
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-07-2018,156894,5498
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-08-2018,154555,5417
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-09-2018,189474,6696
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-10-2018,175566,6224
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-11-2018,178270,6332
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-12-2018,186063,7033
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-01-2019,161594,5701
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-02-2019,177194,6298
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-03-2019,267790,9477
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-04-2019,186080,6566
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-05-2019,164702,5837
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-06-2019,236759,8528
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-07-2019,193818,7006
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-08-2019,204135,7342
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-09-2019,215494,7700
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CK,01-10-2019,215886,7894
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-11-2016,330,41
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-12-2016,1901,224
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-01-2017,1435,169
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-02-2017,2124,279
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-03-2017,1990,280
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-04-2017,706,90
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-05-2017,725,87
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-06-2017,866,99
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-07-2017,854,111
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-08-2017,1066,164
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-09-2017,879,133
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-10-2017,495,65
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-11-2017,413,62
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-12-2017,650,84
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-01-2018,585,101
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-02-2018,569,75
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-03-2018,1162,175
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-04-2018,384,59
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-05-2018,326,44
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-06-2018,325,35
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-07-2018,489,59
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-08-2018,524,66
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-09-2018,298,32
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-10-2018,607,81
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-11-2018,376,66
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-12-2018,975,169
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-01-2019,568,154
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-02-2019,437,77
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-03-2019,590,122
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-04-2019,339,66
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-05-2019,222,46
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-06-2019,250,51
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-07-2019,170,34
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-08-2019,154,30
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-09-2019,198,44
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,CL,01-10-2019,326,72
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-11-2016,7892,390
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-12-2016,71509,4101
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-01-2017,56736,2981
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-02-2017,79371,4262
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-03-2017,86237,4554
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-04-2017,258757,12459
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-05-2017,408907,19477
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-06-2017,394358,19347
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-07-2017,370254,20373
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-08-2017,577530,34074
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-09-2017,677524,41218
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-10-2017,488322,29579
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-11-2017,496216,30078
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-12-2017,538302,33487
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-01-2018,473562,29186
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-02-2018,598142,37338
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-03-2018,834855,51250
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-04-2018,638375,39846
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-05-2018,560199,34795
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-06-2018,715410,44068
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-07-2018,665392,45235
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-08-2018,562919,36102
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-09-2018,661960,43653
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-10-2018,544572,35314
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-11-2018,503851,32475
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-12-2018,498235,33046
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-01-2019,402757,25588
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-02-2019,510607,34957
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-03-2019,710905,47244
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-04-2019,459612,28405
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-05-2019,411781,25320
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-06-2019,526713,32343
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-07-2019,432094,26833
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-08-2019,436376,27326
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-09-2019,508108,31734
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,HL,01-10-2019,401518,24962
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-11-2016,830317,80978
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-12-2016,4216675,411306
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-01-2017,4118833,397016
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-02-2017,4725292,467422
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-03-2017,7003127,667646
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-04-2017,4537846,441374
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-05-2017,4177508,403466
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-06-2017,4974402,481339
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-07-2017,4243338,409704
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-08-2017,4438930,431681
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-09-2017,5354632,521130
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-10-2017,4541722,431400
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-11-2017,4593649,439501
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-12-2017,4148338,398887
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-01-2018,4001070,371358
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-02-2018,4573957,429818
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-03-2018,6333978,612514
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-04-2018,4730496,452991
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-05-2018,4308155,406307
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-06-2018,5392229,534154
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-07-2018,3610406,404486
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-08-2018,4479823,406925
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-09-2018,5522267,502505
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-10-2018,4584027,405719
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-11-2018,4648794,408673
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-12-2018,4630222,412818
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,JPC,01-01-2019,4156286,365551
