Need State,Category,Sub Category,Segment,Sub Segment,Manufacturer New,Actual_Month,$,Units
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-04-2017,2091896,750474
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-05-2017,2128341,787619
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-06-2017,2687138,971059
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-07-2017,2036352,733666
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-08-2017,2104216,778755
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-09-2017,2746944,1023122
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-10-2017,2019238,771140
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-11-2017,1962986,749726
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-12-2017,2364602,894208
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-01-2018,1797470,680513
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-02-2018,1957874,753932
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-03-2018,2600042,997240
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-04-2018,1996998,782188
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-05-2018,2122475,838798
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-06-2018,2785751,1120225
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-07-2018,2353701,959901
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-08-2018,2281134,946634
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-09-2018,2644952,1071394
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-10-2018,2050962,831800
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-11-2018,1997865,799474
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-12-2018,2411243,957874
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-01-2019,1862980,737683
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-02-2019,1804398,729150
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-03-2019,2555643,1025776
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-04-2019,1947562,784281
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-05-2019,1977082,793238
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-06-2019,2524668,1009458
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-07-2019,1959338,794130
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-08-2019,1942937,806085
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-09-2019,1975702,824750
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,CL,01-10-2019,1420770,607134
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-11-2016,163039,17479
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-12-2016,937867,101773
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-01-2017,750618,83273
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-02-2017,760721,82153
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-03-2017,1115858,130407
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-04-2017,1855468,265182
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-05-2017,3048134,473667
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-06-2017,3371713,514873
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-07-2017,2676594,399633
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-08-2017,3262583,490602
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-09-2017,4105512,619150
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-10-2017,3233629,488344
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-11-2017,2912252,435625
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-12-2017,3614550,546175
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-01-2018,3150202,481173
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-02-2018,3383116,519653
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-03-2018,4468643,680668
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-04-2018,3394054,514339
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-05-2018,3633707,556746
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-06-2018,4279226,665398
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-07-2018,3805686,597158
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-08-2018,3584622,548157
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-09-2018,4253433,637663
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-10-2018,3335325,497156
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-11-2018,3173257,480840
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-12-2018,4017153,632916
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-01-2019,3087086,470537
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-02-2019,3281334,506264
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-03-2019,4461385,671447
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-04-2019,3351548,494673
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-05-2019,3576274,531290
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-06-2019,4182816,612968
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-07-2019,3344709,500277
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-08-2019,3375555,504705
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-09-2019,4004665,588846
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,HL,01-10-2019,3093762,458083
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-11-2016,3718826,641431
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-12-2016,19019019,3289983
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-01-2017,14947972,2571230
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-02-2017,15832168,2751843
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-03-2017,24548108,4320535
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-04-2017,17209334,3071172
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-05-2017,15303530,2775664
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-06-2017,18723173,3394679
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-07-2017,15406870,2799697
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-08-2017,15074592,2762112
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-09-2017,18515308,3266759
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-10-2017,14390122,2521781
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-11-2017,17384840,3089346
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-12-2017,17734822,3152972
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-01-2018,14037113,2388194
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-02-2018,13955689,2427798
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-03-2018,20854674,3746676
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-04-2018,14613685,2591478
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-05-2018,14165418,2537655
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-06-2018,17716182,3315644
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-07-2018,13419258,2713258
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-08-2018,15813462,2843171
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-09-2018,20161894,3593161
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-10-2018,15168628,2659872
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-11-2018,14862531,2698136
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-12-2018,17026170,3035427
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-01-2019,13199466,2300430
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-02-2019,13258967,2368934
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-03-2019,19344423,3506133
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-04-2019,14568359,2672367
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-05-2019,13762246,2510410
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-06-2019,16943545,3089119
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-07-2019,13506798,2454993
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-08-2019,13559540,2490833
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-09-2019,16382246,2896066
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,JPC,01-10-2019,12549136,2205299
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-11-2016,16026,3418
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-12-2016,82877,17544
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-01-2017,59919,12540
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-02-2017,63806,13814
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-03-2017,91747,19334
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-04-2017,73356,15210
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-05-2017,71270,14876
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-06-2017,84389,17815
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-07-2017,70684,14898
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-08-2017,76534,16095
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-09-2017,91509,19358
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-10-2017,76727,16288
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-11-2017,77356,16238
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-12-2017,89050,18889
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-01-2018,64375,13809
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-02-2018,68798,14955
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-03-2018,96781,20518
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-04-2018,76176,16110
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-05-2018,72274,15157
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-06-2018,91706,19235
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-07-2018,74036,15490
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-08-2018,83138,16762
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-09-2018,96078,19335
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-10-2018,74790,14990
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-11-2018,73186,14650
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-12-2018,87615,17520
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-01-2019,66874,13397
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-02-2019,69450,13878
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-03-2019,96497,19430
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-04-2019,80742,16090
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-05-2019,80582,16040
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-06-2019,92922,18622
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-07-2019,74909,15277
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-08-2019,83690,16714
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-09-2019,101055,20087
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,All Other,01-10-2019,77498,15664
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-11-2016,14139,4716
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-12-2016,63958,21664
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-01-2017,48273,16190
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-02-2017,54839,18368
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-03-2017,83567,27102
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-04-2017,67058,22415
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-05-2017,54300,18171
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-06-2017,67107,22498
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-07-2017,59220,20658
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-08-2017,60942,20685
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-09-2017,69742,23502
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-10-2017,56858,19046
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-11-2017,69306,23166
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-12-2017,62171,20798
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-01-2018,46414,15595
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-02-2018,50618,16938
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-03-2018,77094,25778
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-04-2018,58994,19813
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-05-2018,48994,16317
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-06-2018,20263,6482
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-07-2018,9317,2974
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-08-2018,62457,21022
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-09-2018,84506,28507
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-10-2018,56078,18681
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-11-2018,55813,18761
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-12-2018,62998,21151
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-01-2019,48890,16518
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-02-2019,51882,17513
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-03-2019,80519,27083
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-04-2019,65711,22198
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-05-2019,60491,20424
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-06-2019,75550,25450
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-07-2019,59586,20088
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-08-2019,59468,20042
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-09-2019,68750,23193
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY COLOGNE,BABY COLOGNE,JPC,01-10-2019,58043,19609
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-11-2016,158969,12940
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-12-2016,887513,70582
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-01-2017,942983,71764
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-02-2017,1143439,87077
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-03-2017,1571090,119406
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-04-2017,1181644,95627
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY GIFT SETS,BABY GIFT SETS,All Other,01-05-2017,1121186,90399
